t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
14117,639.600,0.5901,0.7064,0.160,0.3999,0.6101,10.021,15.892,4.648,9.053,5.772,13.998,5.440,6.734,18.692,15.649,10.907,3.779,12.154,21.791,12.345,37.815,48.471,29.267,9.485,52.819,87.959,94.727,71.660,40.524,0.006,0.000,0.000,0.000,0.000,0.017,0.010,0.000,0.000,0.004,0.001,0.013,0.001,0.018,0.018,0.014,0.000,0.013,0.011,0.000,0.000,0.007,0.005,0.022
14132,523.808,0.5457,0.7570,0.075,0.4159,0.5179,2.020,4.560,2.937,2.605,2.093,10.185,2.740,4.332,9.339,10.252,7.491,2.296,5.574,11.041,18.175,38.017,33.319,14.603,4.568,90.453,108.469,78.187,42.196,18.352,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.027,0.000,0.000,0.025,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001
9749,1393.794,0.5455,0.7570,497.133,0.3934,0.2480,5.412,12.321,7.791,7.402,6.085,25.842,9.207,9.541,26.064,29.454,18.999,4.932,15.668,28.862,47.367,100.662,87.948,37.845,11.122,241.602,289.895,207.282,112.967,49.523,177.119,86.513,24.738,89.824,18.370,13.128,9.665,10.400,13.314,14.348,8.123,2.911,7.864,14.586,1.812,0.970,0.222,1.107,1.375,0.000,0.000,0.353,0.000,0.391
9763,1396.484,0.5455,0.7568,500.486,0.3942,0.2493,5.855,12.106,7.971,7.282,6.532,25.873,9.053,8.816,25.938,29.588,18.262,5.487,15.760,29.581,47.268,101.099,88.792,38.441,10.789,242.213,290.459,206.984,113.626,48.708,176.978,87.312,24.700,90.488,18.272,13.503,9.215,10.029,13.743,14.771,8.768,2.995,8.258,14.927,1.462,0.480,0.003,1.439,1.998,0.000,0.392,0.172,0.314,0.263
14152,522.873,0.5466,0.7554,0.293,0.4271,0.4951,2.531,4.406,2.371,3.119,2.703,9.420,3.255,3.831,9.573,10.995,6.872,2.188,6.517,11.817,18.182,37.435,33.501,14.027,4.218,89.952,108.221,77.340,42.383,18.015,0.038,0.026,0.021,0.018,0.015,0.000,0.000,0.003,0.032,0.000,0.018,0.000,0.018,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.050,0.015,0.000,0.035
14166,519.535,0.5455,0.7584,0.205,0.3645,0.4987,2.035,4.291,2.653,1.634,2.518,10.697,3.715,3.125,9.297,10.093,6.579,1.437,5.954,11.225,17.731,37.529,33.669,14.384,4.875,90.426,108.918,77.042,42.415,17.297,0.006,0.000,0.017,0.000,0.000,0.006,0.054,0.000,0.029,0.037,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.010,0.010,0.011,0.000
14180,525.148,0.5461,0.7569,188.560,0.3937,0.2550,2.391,4.184,2.829,2.721,2.097,9.886,3.647,3.788,10.221,10.512,6.779,2.961,6.304,10.495,17.118,38.137,32.576,14.616,4.086,90.456,109.636,78.988,42.439,18.281,66.388,32.050,9.470,33.428,7.542,4.095,3.823,4.053,5.002,5.740,3.035,0.211,3.368,5.103,1.238,0.758,0.311,0.732,0.846,0.000,0.458,0.000,0.910,0.000
9792,0.216,0.6126,0.5269,792.330,0.4110,0.4193,0.014,0.014,0.007,0.000,0.000,0.017,0.036,0.000,0.000,0.000,0.011,0.000,0.000,0.013,0.009,0.011,0.013,0.019,0.028,0.000,0.003,0.000,0.002,0.020,98.879,52.174,22.163,52.990,29.126,52.266,21.065,27.544,77.575,57.507,34.468,13.106,50.784,85.838,8.197,12.265,13.015,9.108,10.495,11.339,22.065,19.609,8.927,1.824
14194,522.647,0.5451,0.7577,190.863,0.3942,0.2539,1.502,4.209,2.458,3.353,2.431,9.893,3.318,4.250,8.714,11.067,6.788,2.054,6.416,11.210,17.846,37.510,33.397,14.083,3.808,90.946,109.057,78.323,42.403,17.611,66.357,32.073,9.808,34.102,7.237,4.671,4.315,4.484,5.092,5.465,2.992,0.802,3.656,5.961,1.226,0.000,0.939,0.127,1.105,0.036,0.414,0.000,0.000,0.000
9806,0.176,0.5637,0.5008,793.242,0.4109,0.4204,0.025,0.002,0.000,0.000,0.000,0.000,0.008,0.024,0.010,0.010,0.040,0.013,0.000,0.000,0.002,0.007,0.000,0.000,0.000,0.003,0.000,0.002,0.028,0.002,97.965,52.190,22.319,54.189,28.190,51.946,21.506,27.755,78.143,57.488,33.564,12.517,49.772,86.434,8.465,13.005,12.372,9.255,10.678,12.508,21.464,20.346,9.781,1.390
14208,520.883,0.5453,0.7584,186.484,0.3952,0.2486,1.715,3.970,2.628,2.801,2.656,9.470,3.039,3.150,10.893,11.294,7.029,1.594,6.183,10.157,17.401,38.152,32.287,14.634,3.415,91.250,108.821,77.757,42.183,18.404,66.426,33.346,8.572,33.235,6.844,4.896,3.472,3.624,5.816,5.083,3.454,0.848,3.683,4.960,0.437,0.166,0.000,0.307,0.000,0.000,0.260,0.605,0.452,0.000
9819,0.195,0.5587,0.5227,794.399,0.4108,0.4191,0.010,0.000,0.003,0.020,0.000,0.000,0.022,0.044,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.007,0.016,0.000,0.005,0.032,0.000,0.013,0.000,0.000,98.403,52.062,22.831,53.319,29.039,53.098,21.891,27.448,78.107,57.290,34.237,13.325,51.058,85.635,8.292,11.762,13.019,9.462,10.580,11.904,21.075,20.113,8.111,2.335
14222,523.668,0.5464,0.7577,297.412,0.4124,0.4174,2.149,4.923,2.249,2.222,2.196,9.667,2.391,3.792,9.649,10.903,7.165,2.367,6.572,11.413,18.521,36.972,33.575,13.449,4.792,90.803,108.539,78.227,42.594,18.539,36.331,19.982,8.634,20.750,11.497,19.501,7.847,9.823,29.551,21.802,12.932,5.277,18.835,32.386,2.368,4.533,4.293,3.233,4.006,4.117,8.211,7.730,2.808,0.965
9833,0.233,0.5930,0.5707,797.799,0.4108,0.4202,0.012,0.018,0.004,0.000,0.009,0.013,0.003,0.004,0.019,0.000,0.000,0.015,0.000,0.000,0.035,0.000,0.040,0.000,0.009,0.000,0.000,0.030,0.000,0.022,97.871,52.342,23.354,53.707,28.937,52.857,21.702,27.702,78.009,57.307,34.213,12.707,50.638,86.569,9.039,12.610,13.553,10.084,10.597,11.371,22.251,19.372,8.944,2.063
9846,0.194,0.6258,0.6726,796.356,0.4110,0.4196,0.000,0.000,0.000,0.000,0.000,0.015,0.031,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.049,0.015,0.000,0.021,0.026,0.010,98.521,53.238,21.628,54.444,28.528,52.419,21.504,28.259,77.932,57.739,34.064,13.587,49.991,86.388,8.183,12.956,12.333,9.342,10.384,11.888,22.161,20.148,9.036,1.682
14235,0.170,0.5725,0.4044,298.927,0.4126,0.4205,0.000,0.003,0.038,0.000,0.000,0.002,0.051,0.032,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.004,0.000,0.000,0.010,0.000,0.000,0.000,36.756,19.930,8.000,20.643,11.085,19.610,8.105,11.059,29.639,20.649,12.598,4.781,18.673,31.909,3.142,4.703,5.164,3.124,4.006,4.463,8.184,7.913,3.853,0.940
9861,0.181,0.5790,0.5066,1717.130,0.3952,0.7055,0.000,0.021,0.053,0.000,0.000,0.000,0.004,0.000,0.009,0.000,0.004,0.000,0.000,0.000,0.004,0.003,0.034,0.000,0.015,0.010,0.004,0.000,0.000,0.020,42.965,24.098,14.164,25.428,17.046,39.039,15.207,17.386,51.830,43.231,25.955,9.712,34.842,57.253,30.896,97.118,129.111,82.034,28.642,154.486,249.315,253.503,179.592,94.275
14250,0.145,0.7002,0.5215,295.522,0.4113,0.4186,0.001,0.029,0.013,0.000,0.022,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.019,0.009,0.000,0.002,0.000,0.000,0.042,36.643,19.957,8.875,20.442,10.191,19.433,7.963,9.939,29.111,21.763,12.005,4.577,18.723,32.384,2.865,4.037,5.229,3.692,3.668,4.435,7.630,7.620,3.797,0.542
9875,0.120,0.5560,0.5644,1716.631,0.3954,0.7057,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.013,0.003,0.000,0.000,0.011,0.014,0.000,0.009,0.000,0.007,0.000,0.015,43.215,24.107,13.018,24.549,17.231,39.300,15.922,17.719,51.233,43.267,25.648,10.701,34.367,57.727,30.345,97.313,129.312,81.783,28.647,154.592,249.246,252.642,179.733,95.013
14264,0.208,0.6300,0.4707,296.379,0.4116,0.4180,0.000,0.022,0.047,0.000,0.002,0.009,0.000,0.000,0.045,0.000,0.000,0.016,0.000,0.000,0.000,0.006,0.000,0.025,0.000,0.004,0.009,0.000,0.000,0.024,36.627,19.381,8.810,21.035,10.784,19.612,7.472,10.285,29.456,21.433,12.486,5.588,18.362,32.026,2.260,4.525,4.454,4.227,3.799,4.587,8.172,7.462,2.684,0.852
14277,0.155,0.6909,0.5359,301.723,0.4117,0.4201,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.039,0.016,0.000,0.000,0.000,0.000,0.015,0.023,0.000,0.011,0.000,0.041,0.000,0.000,0.000,0.000,0.001,37.239,19.768,8.579,20.680,10.487,19.526,7.948,10.662,29.496,21.864,13.130,5.276,19.322,33.104,3.233,4.344,4.591,4.388,3.626,4.299,7.756,7.586,4.206,0.614
9889,0.210,0.6271,0.4424,1718.669,0.3951,0.7051,0.000,0.000,0.000,0.056,0.022,0.008,0.009,0.000,0.016,0.000,0.000,0.024,0.014,0.011,0.020,0.000,0.013,0.012,0.000,0.000,0.000,0.007,0.000,0.000,43.975,24.248,13.212,25.362,17.293,39.101,15.500,17.562,52.223,43.019,26.300,10.499,34.600,57.346,31.624,96.891,129.291,81.284,28.032,154.665,249.116,253.517,179.702,94.309
14291,0.254,0.6229,0.5180,301.835,0.4103,0.4195,0.003,0.012,0.016,0.000,0.036,0.005,0.016,0.000,0.008,0.000,0.021,0.016,0.016,0.017,0.010,0.000,0.026,0.000,0.000,0.000,0.012,0.014,0.017,0.009,36.997,19.942,8.828,21.408,10.517,19.358,9.270,11.041,28.823,21.620,12.582,4.718,19.120,32.335,2.994,5.182,5.032,3.371,4.197,4.780,8.245,7.229,3.508,0.737
9902,0.133,0.6118,0.5496,1717.647,0.3952,0.7057,0.021,0.000,0.000,0.000,0.016,0.000,0.003,0.000,0.000,0.000,0.011,0.009,0.000,0.015,0.006,0.000,0.000,0.012,0.000,0.016,0.000,0.008,0.005,0.011,43.197,23.101,13.617,24.879,16.974,39.829,15.401,17.720,52.819,43.022,26.230,10.005,34.195,57.486,31.167,97.133,129.764,80.862,28.643,154.320,249.240,253.268,179.501,95.274
14305,0.146,0.6381,0.5690,643.215,0.3957,0.7058,0.001,0.000,0.000,0.015,0.012,0.000,0.000,0.029,0.017,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.061,0.000,0.000,16.871,8.659,4.710,8.566,7.229,14.064,5.644,6.912,19.264,16.339,9.747,3.287,12.769,21.861,11.714,36.822,48.714,30.539,10.859,57.428,93.444,95.145,67.397,35.230
9927,0.191,0.6654,0.6045,1713.689,0.3953,0.7057,0.000,0.010,0.005,0.006,0.000,0.000,0.000,0.000,0.039,0.000,0.008,0.000,0.000,0.013,0.000,0.000,0.033,0.011,0.007,0.019,0.000,0.027,0.000,0.012,43.075,23.697,13.122,24.986,17.090,38.929,14.907,18.091,51.984,43.455,26.200,9.636,34.400,57.998,31.554,96.455,129.193,80.256,28.237,153.986,248.945,252.965,179.873,94.654
14319,0.207,0.5559,0.4033,645.459,0.3954,0.7048,0.033,0.044,0.008,0.016,0.000,0.000,0.005,0.000,0.006,0.013,0.008,0.000,0.020,0.005,0.010,0.011,0.000,0.002,0.000,0.022,0.000,0.000,0.000,0.004,15.727,9.530,5.436,10.058,6.689,14.227,6.002,6.711,19.711,16.705,9.639,3.716,12.508,21.572,11.483,36.528,48.154,30.463,10.699,57.878,93.739,95.171,67.742,35.370
14333,0.176,0.5463,0.4986,645.297,0.3945,0.7052,0.000,0.000,0.019,0.017,0.008,0.000,0.005,0.009,0.003,0.022,0.007,0.039,0.000,0.000,0.010,0.000,0.010,0.005,0.000,0.000,0.000,0.021,0.000,0.000,16.595,8.661,5.532,8.858,6.227,14.924,6.157,7.120,18.886,16.176,10.284,3.817,12.914,21.535,12.014,36.098,48.514,31.018,10.912,58.167,93.548,94.698,67.263,35.378
9944,0.244,0.6106,0.5537,1718.135,0.3953,0.7052,0.000,0.009,0.002,0.027,0.000,0.003,0.043,0.020,0.000,0.000,0.000,0.028,0.000,0.000,0.009,0.012,0.017,0.009,0.000,0.002,0.000,0.000,0.028,0.032,43.489,24.468,13.514,25.679,17.272,39.450,15.421,17.432,51.190,43.202,25.575,10.677,34.300,57.705,31.414,97.245,129.198,81.283,28.826,153.632,249.025,253.440,179.568,95.132
9958,0.230,0.6154,0.4347,1715.141,0.3953,0.7060,0.035,0.033,0.015,0.018,0.016,0.005,0.000,0.005,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.014,0.000,0.018,0.016,0.014,43.126,24.233,12.532,24.665,16.847,39.771,14.460,17.975,51.630,42.923,25.810,10.689,34.095,57.511,30.966,96.580,130.150,81.675,28.046,154.221,249.797,253.134,179.645,94.659
14347,0.080,0.5390,0.7220,643.251,0.3950,0.7054,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.002,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.030,0.000,0.003,0.000,0.014,16.505,9.210,5.372,9.165,7.155,14.519,5.113,6.899,19.129,16.956,10.067,3.444,12.179,21.064,11.289,36.282,47.965,30.033,11.021,58.160,93.238,95.063,67.954,35.467
9972,0.213,0.5694,0.5354,1391.157,0.3563,0.7567,0.009,0.032,0.000,0.020,0.000,0.004,0.000,0.001,0.000,0.016,0.000,0.012,0.000,0.000,0.003,0.031,0.058,0.000,0.000,0.000,0.008,0.000,0.000,0.019,10.076,7.595,6.484,7.342,8.662,26.118,9.412,7.793,26.017,28.471,17.096,5.806,18.015,28.006,44.426,99.065,91.217,40.136,11.382,234.954,300.962,214.967,105.389,41.767
14368,0.152,0.6201,0.4672,646.921,0.3950,0.7042,0.028,0.000,0.000,0.000,0.029,0.000,0.000,0.017,0.000,0.000,0.015,0.000,0.021,0.000,0.002,0.008,0.000,0.000,0.000,0.004,0.000,0.009,0.011,0.008,16.336,8.922,5.710,8.945,7.147,15.252,5.570,6.949,19.237,16.586,10.238,4.252,12.706,22.187,11.365,36.065,48.825,30.649,10.435,57.911,93.872,94.659,67.749,35.353
9985,0.146,0.6703,0.5212,1392.491,0.3559,0.7564,0.000,0.000,0.000,0.019,0.015,0.000,0.000,0.004,0.000,0.000,0.019,0.000,0.040,0.001,0.000,0.016,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.017,10.371,8.552,6.167,7.166,8.047,26.690,9.361,7.801,25.682,28.979,17.509,5.794,16.788,28.355,45.713,98.643,90.966,40.605,11.321,234.608,301.209,215.299,105.131,41.733
14381,0.145,0.5694,0.5074,644.559,0.3951,0.7064,0.000,0.000,0.005,0.010,0.000,0.033,0.017,0.013,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.020,16.374,9.217,4.334,9.466,6.514,14.399,5.138,6.981,19.219,16.201,10.163,3.645,12.471,21.282,12.170,36.647,48.473,30.868,10.668,57.983,93.625,95.733,67.839,35.150
9999,0.147,0.6769,0.7112,1392.926,0.3562,0.7570,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.029,0.033,0.000,0.000,0.032,0.010,0.000,9.783,7.391,6.367,7.234,7.945,26.328,9.107,9.043,26.329,29.271,16.958,5.793,16.455,28.446,45.026,99.343,90.436,40.393,12.285,234.923,301.244,215.753,105.064,42.009
14396,0.179,0.7293,0.6380,642.711,0.3959,0.7050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.002,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.013,0.000,0.050,0.009,0.002,0.000,0.016,0.020,15.795,8.537,5.107,9.849,7.014,15.126,5.645,6.594,19.870,16.502,9.887,3.742,12.639,21.793,11.222,35.519,48.242,30.173,10.823,57.302,93.214,94.644,67.537,35.935
10013,497.444,0.5918,0.2492,1393.463,0.3565,0.7560,101.814,160.090,21.668,91.510,20.888,13.233,10.781,9.011,13.478,14.579,8.675,2.927,7.997,14.017,1.648,0.848,0.188,1.226,1.631,0.037,0.265,0.934,0.000,0.000,9.703,7.606,6.591,7.093,8.535,25.810,10.415,9.264,25.881,28.676,17.701,5.491,17.179,29.656,44.601,98.983,90.470,40.863,12.070,234.875,301.026,215.119,105.111,40.745
14409,0.252,0.5941,0.4248,521.381,0.3564,0.7561,0.000,0.014,0.027,0.000,0.037,0.010,0.041,0.015,0.020,0.000,0.035,0.000,0.000,0.011,0.015,0.000,0.000,0.014,0.000,0.000,0.015,0.000,0.000,0.000,3.946,3.348,2.182,2.809,2.940,9.781,3.216,3.202,9.962,11.078,6.034,1.854,7.017,11.139,16.546,37.280,33.821,14.523,4.272,88.401,112.375,81.220,39.356,15.078
10028,499.988,0.5920,0.2522,1391.585,0.3560,0.7573,101.967,159.438,21.642,90.862,20.588,13.456,10.946,9.136,13.988,14.767,9.377,2.400,7.639,14.427,1.701,1.130,0.403,1.818,2.430,0.496,0.663,0.000,0.184,0.531,9.482,7.411,6.608,7.182,8.057,25.567,9.730,8.329,25.250,28.837,17.464,5.946,17.114,28.641,45.261,98.842,90.649,40.512,11.754,235.362,301.385,214.863,105.548,41.790
10041,499.575,0.5907,0.2506,1391.824,0.3560,0.7566,103.166,159.971,21.650,90.713,21.204,14.257,10.588,8.975,13.299,13.989,8.468,2.778,8.326,13.097,2.127,1.636,0.538,0.479,2.322,0.000,0.620,0.848,0.523,0.000,9.543,7.998,6.153,6.366,7.271,26.475,9.885,9.353,26.143,29.645,17.679,5.859,17.973,28.521,44.206,98.949,90.363,40.658,11.524,235.541,300.603,214.285,105.589,41.242
14430,0.224,0.5900,0.5221,527.054,0.3563,0.7554,0.000,0.035,0.010,0.000,0.014,0.004,0.010,0.024,0.000,0.019,0.008,0.000,0.005,0.000,0.021,0.000,0.000,0.014,0.009,0.000,0.000,0.045,0.000,0.007,4.113,2.893,2.844,2.885,3.141,9.445,3.562,3.326,9.367,10.758,6.918,2.329,7.008,11.322,17.897,37.168,34.267,14.710,4.614,88.755,113.138,80.817,39.566,16.211
14444,190.922,0.5907,0.2568,524.997,0.3574,0.7565,38.086,60.767,8.397,34.291,7.972,5.304,4.542,3.316,4.388,5.107,3.935,1.088,3.756,5.160,1.148,0.160,0.000,0.982,0.605,0.290,0.397,0.745,0.487,0.000,3.646,2.469,2.252,2.917,3.018,9.744,3.529,3.215,10.186,10.606,6.693,2.451,6.871,11.661,16.837,36.470,34.475,15.179,4.338,88.430,113.289,80.776,39.771,16.174
10056,789.617,0.6180,0.4204,1393.709,0.3564,0.7564,56.719,92.694,23.562,53.027,26.472,51.859,21.571,28.245,78.346,56.906,36.096,13.301,47.880,85.901,7.736,13.579,11.966,7.259,10.307,9.803,20.662,21.621,10.817,3.290,10.259,7.876,5.744,7.042,8.197,26.008,9.637,8.296,26.110,29.341,17.418,6.328,17.662,29.422,44.982,98.399,90.647,40.317,11.741,235.476,300.922,215.167,105.770,40.948
14458,185.366,0.5890,0.2475,518.487,0.3569,0.7590,38.082,59.774,8.450,34.016,8.156,5.133,4.358,3.506,4.677,5.328,3.550,0.688,2.655,4.430,0.476,0.742,0.502,0.375,0.132,0.000,0.000,0.000,0.174,0.161,3.624,2.550,1.482,2.302,3.125,9.421,2.994,3.450,9.178,10.660,6.141,1.947,7.186,10.570,16.741,36.847,34.415,15.566,4.621,87.805,112.345,80.570,39.847,15.101
10069,792.188,0.6178,0.4218,0.148,0.4249,0.5923,57.660,92.243,23.610,53.707,25.955,52.039,20.891,27.529,78.036,57.435,34.260,13.045,48.316,86.307,8.519,13.060,12.830,8.174,11.425,10.504,21.327,21.279,10.822,3.215,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.039,0.005,0.002,0.004,0.000,0.007,0.000,0.029,0.006,0.007,0.015,0.000,0.000
10083,792.102,0.6177,0.4204,0.190,0.3961,0.6413,57.555,92.525,24.116,53.165,26.691,52.163,21.138,28.858,77.766,57.079,34.907,12.623,48.459,86.431,8.331,13.677,12.786,6.987,11.050,10.675,20.017,21.178,11.559,2.367,0.003,0.013,0.000,0.010,0.000,0.015,0.000,0.005,0.000,0.000,0.013,0.000,0.000,0.014,0.021,0.000,0.009,0.000,0.000,0.016,0.000,0.000,0.063,0.009
14472,188.745,0.5898,0.2547,520.780,0.3553,0.7570,38.373,59.569,8.416,33.943,7.134,5.481,4.441,3.872,5.185,5.223,3.505,1.387,3.512,5.033,0.765,0.198,0.000,0.481,0.705,0.411,0.778,0.331,0.000,0.003,3.813,2.138,2.497,2.535,2.888,10.448,3.202,2.841,10.163,11.110,6.478,1.675,6.957,10.686,16.976,37.096,34.129,15.695,3.952,88.131,112.645,80.481,39.163,15.081
10096,791.638,0.6177,0.4204,0.208,0.4263,0.5461,57.426,91.864,23.515,53.816,26.285,52.414,21.238,28.766,78.203,57.291,34.988,13.562,47.793,86.763,8.401,13.794,12.535,7.839,9.844,9.432,20.655,21.340,11.107,2.769,0.016,0.005,0.000,0.000,0.000,0.000,0.000,0.025,0.019,0.000,0.021,0.029,0.000,0.000,0.000,0.037,0.000,0.010,0.017,0.000,0.000,0.011,0.000,0.017
14492,184.612,0.5903,0.2513,522.319,0.3568,0.7573,37.810,59.762,7.813,33.709,7.458,4.919,3.874,3.186,4.268,5.312,3.553,0.563,3.213,5.452,1.203,0.417,0.190,0.861,0.592,0.438,0.000,0.000,0.017,0.000,2.782,3.058,2.241,3.173,3.287,10.353,3.614,2.625,9.358,9.864,7.030,1.930,6.642,11.318,16.664,37.201,34.097,15.645,4.165,87.917,113.322,80.738,40.192,15.105
10110,788.510,0.6182,0.4197,0.204,0.3775,0.5325,57.109,92.200,23.636,53.821,25.653,52.708,21.500,28.978,78.112,56.613,35.484,12.291,48.026,86.612,7.796,12.848,11.889,7.526,10.373,9.439,20.608,21.160,11.120,3.007,0.000,0.000,0.028,0.013,0.033,0.000,0.000,0.000,0.000,0.018,0.002,0.007,0.000,0.022,0.000,0.026,0.007,0.000,0.000,0.020,0.000,0.030,0.000,0.000
14506,295.329,0.6177,0.4183,521.387,0.3553,0.7584,21.619,34.881,8.774,20.047,9.912,19.457,8.937,10.171,29.395,21.755,12.430,5.454,17.820,32.069,2.788,4.909,3.983,2.846,3.756,3.588,7.810,7.687,4.287,0.953,3.609,2.255,2.099,2.661,2.574,9.631,3.626,3.291,9.241,11.018,6.506,2.282,7.051,10.838,17.212,37.039,33.945,14.853,4.165,88.659,113.264,80.443,39.508,15.619
10124,792.927,0.6178,0.4211,0.112,0.2445,0.4521,57.203,91.524,23.919,53.546,27.008,52.741,21.287,28.260,78.113,56.453,35.138,12.886,48.579,86.599,9.190,13.810,12.138,7.885,10.625,9.513,20.925,21.359,11.454,2.774,0.000,0.000,0.000,0.000,0.003,0.035,0.028,0.003,0.000,0.019,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000
14520,300.876,0.6192,0.4206,0.104,0.3882,0.6171,21.684,34.880,8.652,20.649,9.818,19.293,8.081,10.636,30.197,21.877,13.632,5.497,18.661,32.570,2.611,5.648,5.103,2.728,4.406,3.220,7.710,8.086,4.324,0.915,0.000,0.010,0.012,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.019,0.000,0.000,0.000,0.000,0.003,0.000,0.015,0.000,0.013,0.006,0.000,0.018,0.006
10138,1718.078,0.5903,0.7057,0.207,0.4004,0.6101,25.913,42.051,14.912,24.246,15.197,38.910,14.938,18.263,52.169,42.970,28.119,10.179,32.936,57.454,32.717,101.035,128.837,78.066,26.700,139.928,235.463,254.282,194.391,108.404,0.020,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.014,0.025,0.000,0.021,0.016,0.000,0.009,0.000,0.019,0.000,0.011,0.004,0.012,0.016,0.019,0.017
14534,298.892,0.6171,0.4242,0.222,0.4311,0.6281,21.911,33.761,8.014,19.439,10.725,20.472,7.639,10.517,28.922,21.407,13.244,5.562,18.356,32.288,3.389,4.908,5.380,3.288,3.870,4.264,8.040,8.030,4.055,1.412,0.000,0.000,0.000,0.000,0.023,0.000,0.022,0.000,0.000,0.010,0.022,0.000,0.020,0.000,0.000,0.019,0.007,0.000,0.020,0.000,0.000,0.027,0.045,0.007
10153,1715.429,0.5905,0.7058,0.214,0.4336,0.5660,25.529,41.629,15.080,24.254,15.971,39.048,15.002,17.907,52.309,43.110,26.693,10.049,32.635,57.747,33.053,101.154,128.033,77.341,27.615,140.139,234.383,254.277,193.974,108.496,0.000,0.015,0.022,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.029,0.020,0.005,0.000,0.004,0.043,0.000,0.010,0.017,0.000,0.011,0.010
14548,298.293,0.6183,0.4221,0.275,0.3726,0.5046,21.556,35.157,8.669,19.894,9.699,19.246,7.659,11.301,29.697,21.562,12.945,4.554,17.827,32.688,3.141,5.254,4.682,3.018,4.090,4.193,8.539,7.798,4.176,0.951,0.014,0.025,0.000,0.008,0.014,0.017,0.000,0.006,0.008,0.029,0.037,0.000,0.000,0.026,0.026,0.000,0.000,0.025,0.000,0.000,0.016,0.016,0.000,0.006
10173,1718.337,0.5904,0.7055,0.204,0.4351,0.5372,25.663,42.178,15.386,24.279,15.415,39.478,14.781,18.324,52.060,42.477,27.519,9.220,32.957,58.523,33.497,100.884,129.028,77.946,27.242,140.147,235.163,254.154,193.573,108.443,0.000,0.023,0.000,0.000,0.022,0.000,0.010,0.005,0.021,0.018,0.000,0.000,0.014,0.000,0.029,0.000,0.000,0.000,0.017,0.000,0.004,0.024,0.004,0.014
14562,298.893,0.6182,0.4207,0.236,0.4857,0.5662,21.838,34.178,9.023,20.363,10.466,19.858,7.073,11.153,29.698,21.638,13.498,4.912,18.285,32.261,3.229,4.741,4.780,2.408,4.479,3.433,8.414,7.545,4.347,1.270,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.015,0.000,0.000,0.037,0.034,0.006,0.006,0.000,0.000,0.017,0.025,0.000,0.000,0.000,0.027,0.030
10187,1717.012,0.5903,0.7059,0.147,0.3622,0.5084,25.470,41.321,14.844,24.630,15.752,39.679,14.554,17.814,52.719,42.792,27.634,10.012,32.462,57.383,32.763,101.046,128.963,77.454,27.375,140.399,235.457,254.619,193.253,108.615,0.000,0.000,0.036,0.000,0.000,0.000,0.030,0.000,0.000,0.012,0.000,0.000,0.012,0.000,0.000,0.000,0.016,0.015,0.012,0.000,0.006,0.000,0.008,0.000
